question;a;b;c;answer;file;level;points;category;box
Czy w tej sytuacji masz obowiπzek ustπpiÊ pierwszeÒstwa tramwajowi?;;;;T;D23MMX_20org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W8
Czy w tej sytuacji masz pierwszeÒstwo przed pojazdem, ktÛry jedzie z przeciwnego kierunku i skrÍca w lewo?;;;;T;D23MMX_20org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W8
Zamierzasz jechaÊ na wprost. Czy masz pierwszeÒstwo przed pojazdem z przeciwka, ktÛry skrÍca w lewo?;;;;T;D23MMX_23org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W8
Zamierzasz jechaÊ na wprost. Czy masz obowiπzek zatrzymaÊ siÍ przed liniπ z≥oøonπ z trÛjkπtÛw, aby ustπpiÊ pierwszeÒstwa pojazdowi jadπcemu z przeciwka, ktÛry zamierza skrÍciÊ w lewo?;;;;N;D23MMX_24org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W8
Zamierzasz skrÍciÊ w lewo. Czy w tej sytuacji wolno Ci przejechaÊ przed pojazdem nadjeødøajπcym z przeciwka?;;;;N;D23MMX_26org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W8
Czy ten sygna≥ oznacza, øe podczas jazdy w lewo nie wystÍpuje kolizja z innymi uczestnikami ruchu?;;;;T;D23MMX_28org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W8
Zamierzasz jechaÊ na wprost. Czy masz pierwszeÒstwo przed pojazdem nadjeødøajπcym z przeciwka, ktÛry skrÍca w lewo?;;;;T;D23MMX_29org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W8
Czy w tej sytuacji jesteú informowany o poczπtku drogi z pierwszeÒstwem przejazdu?;;;;N;IMG_0731d8orgbm.jpg;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W3
Czy w tej sytuacji masz prawo wjechaÊ na skrzyøowanie?;;;;N;154D11orgbm.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W9
Czy wolno Ci zatrzymaÊ pojazd na jezdni bezpoúrednio za widocznym skrzyøowaniem?;;;;N;IMG_7573_1orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w takiej sytuacji zawsze jesteú zobowiπzany do zatrzymania siÍ?;;;;T;R_187org.jpg;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W19
Czy w tej sytuacji, chcπc kontynuowaÊ jazdÍ w lewo za przejazdem, powinieneú zatrzymaÊ siÍ przed pÛ≥zaporπ?;;;;T;tram614,5_1JSorg.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W18
Czy w tej sytuacji powinieneú wziπÊ pod uwagÍ, øe rowerzysta moøe wjechaÊ na jezdniÍ?;;;;T;IMG_3527_aorgbm.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W17
Czy wyprzedzenie rowerzysty w tej sytuacji jest zabronione?;;;;N;IMG_7363_aorgbm.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W17
Czy pojazd pozostawiony na jezdni za tym znakiem moøe zostaÊ usuniÍty na koszt w≥aúciciela?;;;;T;IMG_4011org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
KtÛrπ z wymienionych czynnoúci naleøy wykonaÊ, kierujπc samochodem osobowym w nocy podczas mg≥y?;ZmniejszyÊ prÍdkoúÊ.;W≥πczyÊ úwiat≥a drogowe w celu polepszenia widocznoúci.;JechaÊ bardzo blisko poprzedzajπcego pojazdu, aby widzieÊ jego úwiat≥a pozycyjne.;A;;1;3;B;B4
Czy w tej sytuacji nadawane sygna≥y úwietlne zezwalajπ Ci na wjazd za sygnalizator?;;;;N;1026D18_a_org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W5
Czy w tej sytuacji nadawane sygna≥y úwietlne zabraniajπ wjazdu za sygnalizator?;;;;T;3106D15_a_org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W5
Czy w tej sytuacji sygna≥ úwietlny zabrania wjazdu za sygnalizator kierowcom jadπcym na wprost?;;;;T;0118D14MM_a_org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W5
Czy w tej sytuacji masz prawo jechaÊ dalej dopiero po tym, gdy tramwaj ruszy?;;;;N;AK_D10_35_org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W16
Czy umieszczona pod widocznym znakiem tabliczka oznacza koniec odcinka drogi z niebezpiecznymi zakrÍtami?;;;;T;A-3 z T-3org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
Czy w tej sytuacji wolno Ci zastosowaÊ siÍ do wskazaÒ bia≥ych strza≥ek?;;;;N;MM_D14_03_org.wmv;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
Zamierzasz skrÍciÊ w prawo. Czy masz pierwszeÒstwo przed motocyklistπ skrÍcajπcym w lewo?;;;;N;KW_D22_408_org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Zamierzasz zawrÛciÊ. Czy masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi szynowemu?;;;;T;D23MMX_6org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W8
Zamierzasz kontynuowaÊ jazdÍ na wprost. Czy masz pierwszeÒstwo przed pojazdem nadjeødøajπcym z lewej strony?;;;;T;KW_D16_356org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
Zamierzasz skrÍciÊ w lewo. Czy masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi nadjeødøajπcemu z prawej strony?;;;;T;KW_D22_404_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Czy motorniczy ma prawo wjechaÊ na odcinek jednotorowy, jeúli zmusi≥oby to kierujπcego tramwajem, zbliøajπcym siÍ do niego z przeciwnej strony, do zatrzymania siÍ?;;;;N;260KRAKOWorg.jpg;0;1;PT;P1
Czy w tej sytuacji masz prawo kontynuowaÊ wyprzedzanie?;;;;T;WC_D17_1_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy w tej sytuacji masz obowiπzek obserwowaÊ zachowanie pieszych?;;;;T;WC_D17_1_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W16
Czy ograniczenie prÍdkoúci, umieszczone pod tym znakiem ostrzegawczym, dotyczy wy≥πcznie terenu robÛt drogowych i jest odwo≥ywane wraz z wyjazdem z tego obszaru?;;;;N;166TRAM1org.jpg;0;3;PT;P2
Czy omijajπc przeszkodÍ, masz obowiπzek zachowaÊ od niej bezpieczny odstÍp?;;;;T;AK_D07_12_org_2.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W13
Czy na tym skrzyøowaniu, zamierzajπc zawrÛciÊ, jesteú obowiπzany ustπpiÊ pierwszeÒstwa wjeødøajπcemu na nie pojazdowi?;;;;T;520_D27KW_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
Zamierzasz jechaÊ na wprost. Czy masz pierwszeÒstwo przed pojazdem nadjeødøajπcym z prawej strony?;;;;N;KW_D22_423_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Zamierzasz skrÍciÊ w lewo. Czy masz pierwszeÒstwo przed pojazdem nadjeødøajπcym z prawej strony?;;;;T;515_D27KW_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Czy w tej sytuacji wolno Ci skrÍciÊ na parking znajdujπcy siÍ po lewej stronie drogi?;;;;N;MM_D14_26_org_2.wmv;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
Czy w tej sytuacji motorniczy ma obowiπzek zatrzymaÊ siÍ na tuø przed liniπ wyznaczonπ przez prostokπty?;;;;T;132TRAM3org.jpg;0;1;PT;P1
Czy w tej sytuacji jadπce prosto pojazdy majπ pierwszeÒstwo przed skrÍcajπcym w lewo tramwajem?;;;;N;205TRAM3org.jpg;0;3;PT;P4
Czy w tej sytuacji motorniczy ma pierwszeÒstwo przejazdu przed tramwajami mogπcymi nadjechaÊ z lewej strony?;;;;N;264KRAKOWorg.wmv;0;3;PT;P5
Czy tablica umieszczona pod znakiem ""tramwaj"" oznacza, øe kierowcy majπ pierwszeÒstwo przejazdu przed tramwajem skrÍcajπcym w prawo?";;;;N;266KRAKOW.wmv;0;3;PT;P5
Czy w tej sytuacji, skrÍcajπc w lewo, moøesz przyjπÊ, øe nie wystπpi kolizja z innymi kierunkami ruchu?;;;;N;212TRAM3org.wmv;0;3;PT;P6
Czy w tej sytuacji masz prawo pojechaÊ na wprost?;;;;T;POL_019org.jpg;0;3;PT;P7
Czy w tej sytuacji wolno Ci skrÍciÊ w lewo?;;;;T;POL_019org.jpg;0;3;PT;P7
Czy w tej sytuacji powinieneú byÊ przygotowany do wjechania na skrzyøowanie?;;;;T;POL_026org.jpg;0;3;PT;P7
Czy w tej sytuacji masz prawo pojechaÊ na wprost?;;;;N;POL_030org.jpg;0;3;PT;P7
Czy masz prawo zaprzestaÊ sygnalizowania zamiaru zmiany kierunku jazdy zaraz po rozpoczÍciu manewru?;;;;N;154TRAM3org.wmv;0;1;PT;P9
Czy w tej sytuacji masz obowiπzek uøyÊ kierunkowskazu zmieniajπc tor jazdy?;;;;T;214TRAM2org.wmv;0;1;PT;P9
Czy w tej sytuacji masz obowiπzek zastosowaÊ zasadÍ ograniczonego zaufania?;;;;T;217TRAM1org.wmv;0;3;PT;P12
Czy w tej sytuacji masz obowiπzek uwaøniej obserwowaÊ otoczenie?;;;;T;221TRAM1org.jpg;0;3;PT;P12
Czy w tej sytuacji masz obowiπzek umoøliwiÊ kierowcy opuszczenie skrzyøowania?;;;;T;219TRAM2org.jpg;0;2;PT;P8
Czy w tej sytuacji powinieneú uøyÊ dzwonka ostrzegawczego, aby zmusiÊ kierujπcego pojazdem do opuszczenia torowiska?;;;;N;219TRAM2org.jpg;0;1;PT;P11
Czy w tej sytuacji powinieneú ruszyÊ i uøyÊ dzwonka zewnÍtrznego, aby zmusiÊ pieszego do opuszczenia przejúcia?;;;;N;222TRAM1org.jpg;0;1;PT;P11
Czy w tej sytuacji powinieneú byÊ przygotowany na to, øe kierowca moøe wjechaÊ na torowisko, blokujπc przejazd?;;;;T;223TRAM1org.wmv;0;3;PT;P12
Czy fakt, øe pieszy porusza siÍ w miejscu niedozwolonym, zwalnia CiÍ z obowiπzku uwaønego obserwowania jego zachowania i adekwatnego reagowania?;;;;N;217TRAM1org.wmv;0;3;PT;P13
Czy w tej sytuacji motorniczy powien zaczekaÊ, aø pieszy opuúci przejúcie?;;;;T;222TRAM1org.jpg;0;3;PT;P13
Czy w tej sytuacji rowerzysta ma pierwszeÒstwo przed tramwajem, ktÛry wyjeødøa z zajezdni?;;;;T;153KRAKOWorg.wmv;0;3;PT;P14
Czy widzπc ten znak, powinieneú spodziewaÊ siÍ, øe w niewielkiej odleg≥oúci znajduje siÍ przeciÍcie torÛw z drogπ dla rowerÛw?;;;;T;167TRAM1org.jpg;0;3;PT;P14
Czy dozwolone jest wyprzedzanie na przejeüdzie dla rowerzystÛw, na ktÛrym ruch jest kierowany?;;;;T;227TRAM3org.jpg;0;3;PT;P14
SkrÍcasz w lewo. Czy masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi nadjeødøajπcemu z prawej strony?;;;;N;KW_D22_437_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Kierujesz samochodem osobowym. Jak powinieneú postπpiÊ w czasie przejazdu przez rozleg≥π ka≥uøÍ?;Zdecydowanie przyúpieszyÊ.;Gwa≥townie przyhamowaÊ.;P≥ynnie zmniejszyÊ prÍdkoúÊ jazdy.;C;;1;3;B;B4
Kierujesz samochodem. Jak powinieneú siÍ zachowaÊ w czasie wymijania pojazdu nocπ?;PatrzeÊ prosto w reflektory pojazdu nadjeødøajπcego z przeciwka.;ZmieniÊ úwiat≥a mijania na drogowe.;PatrzeÊ w prawo od ürÛd≥a úwiat≥a pojazdu nadjeødøajπcego z przeciwka i wypatrywaÊ tam ewentualnej przeszkody. ;C;;1;3;B;B4
Zamierzasz skrÍciÊ w lewo na skos. Czy masz pierwszeÒstwo przed pojazdem nadjeødøajπcym z prawej strony?;;;;N;505_D27KW_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Zamierzasz skrÍciÊ w lewo. Czy masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi nadjeødøajπcemu z prawej strony?;;;;T;512_D27KW_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Zamierzasz skrÍciÊ w lewo. Czy masz pierwszeÒstwo przed pojazdem nadjeødøajπcym z lewej strony?;;;;T;516_D27KW_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Zamierzasz skrÍciÊ w lewo. Czy na tym skrzyøowaniu masz pierwszeÒstwo przejazdu przed wjeødøajπcym na nie pojazdem?;;;;N;521_D27KW_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
Zamierzasz jechaÊ na wprost. Czy masz obowiπzek ustπpiÊ pierwszeÒstwa nadjeødøajπcemu pojazdowi?;;;;T;529.D28KW_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
Czy w tej sytuacji masz obowiπzek zatrzymaÊ pojazd?;;;;N;AK_D05_07_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W9
Czy podczas omijania obowiπzuje CiÍ zachowanie bezpiecznego odstÍpu?;;;;T;AK_D07_10_org_2.wmv;0;2;B,C,D,C1,D1;W13
Czy w tej sytuacji, chcπc bezpiecznie wykonaÊ manewr omijania, masz obowiπzek zmniejszyÊ prÍdkoúÊ pojazdu?;;;;T;AK_D08-01_13_org_2.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W13
Czy postπpisz w≥aúciwie, jeúli z prawej strony ominiesz poprzedzajπcy pojazd ?;;;;T;AK_D08-01_14_org_2.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W13
Tramwaj zatrzyma≥ siÍ na przystanku. Czy w tej sytuacji masz obowiπzek zatrzymaÊ swÛj pojazd?;;;;N;AK_D10_33_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W16
Czy masz obowiπzek zatrzymaÊ swÛj pojazd przed ostatnim wagonem tramwaju?;;;;N;AK_D10_37_org_2.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy masz prawo najechaÊ na liniÍ ciπg≥π oddzielajπcπ pasy ruchu?;;;;N;4363D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji naleøy zwiÍkszyÊ uwagÍ i byÊ przygotowanym na moøliwoúÊ pojawienia siÍ pieszego z lewej strony jezdni?;;;;T;AK_D10_39_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W9
Czy w tej sytuacji masz obowiπzek uøywaÊ úwiate≥ mijania?;;;;T;B.1.6.2.Bzorg_2.wmv;0;1;A,B,C,D,AM,A1,A2,B1,C1,D1;W14
Czy ten znak poziomy wyznacza miejsce zatrzymania siÍ jedynie w sytuacji, kiedy drogπ poprzecznπ nadjeødøa pojazd?;;;;N;D16_02_org_2.wmv;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
Czy w tej sytuacji masz prawo wyprzedziÊ pojazd szynowy?;;;;N;W12(44)org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Zamierzasz jechaÊ na wprost. Czy masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi nadjeødøajπcemu z prawej strony?;;;;T;KW_D16_252_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
Czy dozwolony jest postÛj pojazdu na wjeüdzie do bramy?;;;;N;D15b_02-1_org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Zamierzasz jechaÊ na wprost. Czy masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi nadjeødøajπcemu z prawej strony?;;;;T;KW_D22_405_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Czy w tej sytuacji, skrÍcajπc w lewo, masz obowiπzek ustπpiÊ pierwszeÒstwa motocykliúcie?;;;;N;KW_D22_413_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
SkrÍcasz w lewo, a kierujπcy samochodem zamierza jechaÊ na wprost. Czy masz przed nim pierwszeÒstwo?;;;;T;KW_D22_413_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Zamierzasz skrÍciÊ w lewo. Czy masz pierwszeÒstwo przed pojazdem nadjeødøajπcym z lewej strony?;;;;T;KW_D22_425_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Zamierzasz skrÍciÊ w prawo. Czy masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi nadjeødøajπcemu z lewej strony?;;;;N;KW_D22_427_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Zamierzasz skrÍciÊ w lewo. Czy masz obowiπzek ustπpiÊ pierwszeÒstwa motocykliúcie?;;;;T;KW_D22_427_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Zamierzasz skrÍciÊ w lewo. Czy masz pierwszeÒstwo przed pojazdem nadjeødøajπcym z przeciwka?;;;;T;KW_D22_429_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Zamierzasz skrÍciÊ w lewo, a kierujπcy pojazdem nadjeødøajπcym z przeciwka chce skrÍciÊ w prawo. Czy masz obowiπzek ustπpiÊ mu pierwszeÒstwa?;;;;N;KW_D22_430_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Zamierzasz skrÍciÊ w lewo, a kierujπcy motocyklem zamierza jechaÊ na wprost. Czy masz obowiπzek ustπpiÊ mu pierwszeÒstwa?;;;;N;KW_d22_431_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Czy jadπc na wprost, masz obowiπzek ustπpiÊ pierwszeÒstwa kierujπcemu motocyklem, ktÛry skrÍca w lewo?;;;;N;KW_D22_441_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
Zamierzasz jechaÊ na wprost. Czy masz obowiπzek ustπpienia pierwszeÒstwa motocykliúcie skrÍcajπcemu w lewo?;;;;N;KW_D22_453_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Czy wolno Ci zwiÍkszaÊ prÍdkoúÊ, jeøeli jesteú wyprzedzany przez inny pojazd?;;;;N;WC_D17_14_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy jadπc z prÍdkoúciπ 50 km/h i majπc niedostatecznπ widocznoúÊ po prawej stronie, powinieneú na tym skrzyøowaniu zmniejszyÊ prÍdkoúÊ?;;;;T;IMG_8553orgbm.jpg;0;2;A,B,C,D,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji, jeøeli zajdzie koniecznoúÊ ustπpienia pierwszeÒstwa przejazdu, moøesz zatrzymaÊ pojazd w dowolnym miejscu?;;;;N;IMG_9152orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji powodujesz zagroøenie bezpieczeÒstwa na drodze?;;;;T;AK_D19_27org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W13
Jesteú úwiadkiem potrπcenia pieszego. Jak powinieneú siÍ zachowaÊ?;Nie podejmowaÊ dzia≥aÒ, gdyø pomocy musi udzieliÊ sprawca wypadku.;WezwaÊ pomoc drogowπ.;ZatrzymaÊ siÍ, wezwaÊ pomoÊ medycznπ i udzieliÊ pierwszej pomocy poszkodowanemu.;C;;1;3;B,B1;B10
Czy w tej sytuacji masz prawo wyprzedziÊ pojazd, ktÛry jedzie przed Tobπ?;;;;N;WC_D17_03org2.wmv;0;3;A,B,C,D,AM,A1,A2,B1,C1,D1;W12
SkrÍcasz w prawo, a kierujπcy nadjeødøajπcy z przeciwka chce skrÍciÊ w lewo. Czy masz przed nim pierwszeÒstwo?;;;;T;KW_D22_436_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Z jakπ dopuszczalnπ prÍdkoúciπ, wolno Ci kierowaÊ samochodem osobowym po drodze za widocznymi znakami?;50 km/h - w godzinach 5.00-23.00.;50 km/h - w godzinach 23.00-5.00.;60 km/h - przez ca≥π dobÍ.;C;1044D14MM_a - E17a +60orgbm.jpg;1;3;B;B1
Znajdujesz siÍ na obszarze zabudowanym. Z jakπ maksymalnπ dopuszczalnπ prÍdkoúciπ wolno Ci kierowaÊ samochodem osobowym po drodze za tym znakiem?;50 km/h - w godzinach 5.00-23.00.;50 km/h - przez ca≥π dobÍ.;40 km/h - w godzinach 23.00-5.00.;A;034D15_a - B33 + T23aorgbm.jpg;1;3;B;B1
Z jakπ dopuszczalnπ maksymalnπ prÍdkoúciπ wolno Ci kierowaÊ samochodem osobowym z przyczepπ po drodze za tym znakiem?;70 km/h.;80 km/h.;140 km/h.;B;IMG_7802d8_a_org.jpg;1;3;B;B1
Z jakπ maksymalnπ dopuszczalnπ prÍdkoúciπ wolno Ci kierowaÊ samochodem osobowym po drodze za tym znakiem?;120 km/h.;130 km/h.;140 km/h.;C;IMG_7802d8_a_org.jpg;1;3;B;B1
Z jakπ maksymalnπ dopuszczalnπ prÍdkoúciπ wolno Ci kierowaÊ samochodem osobowym po drodze za tym znakiem?;70 km/h.;100 km/h.;90 km/h.;C;0978D14MM koniec obszaruorgbm.jpg;1;3;B;B1
Z jakπ maksymalnπ dopuszczalnπ prÍdkoúciπ wolno Ci kierowaÊ samochodem osobowym po drodze za tym znakiem?;20 km/h.;30 km/h.;50 km/h.;A;3475D15orgbm.jpg;1;3;B;B1
Z jakπ maksymalnπ dopuszczalnπ prÍdkoúciπ wolno Ci kierowaÊ samochodem osobowym po drodze za tym znakiem?;60 km/h - w godzinach 23.00-5.00.;60 km/h - w godzinach 5.00-23.00.;50 km/h - przez ca≥π dobÍ.;C;0053.jpg - strefa 50orgbm.jpg;1;3;B;B1
Z jakπ maksymalnπ dopuszczalnπ prÍdkoúciπ wolno Ci kierowaÊ samochodem osobowym na drodze za tym znakiem zakazu?;80 km/h - przez ca≥π dobÍ.;60 km/h - w godzinach 23.00 - 5.00.;50 km/h - przez ca≥π dobÍ.;A;IMG_8465d8_a_org.jpg;1;3;B;B1
Z jakπ maksymalnπ dopuszczalnπ prÍdkoúciπ wolno Ci kierowaÊ samochodem osobowym po drodze za tym znakiem?;110 km/h.;120 km/h.;140 km/h.;B;0229D14MM_a - dr.eksp.dwujezd._org.jpg;1;3;B;B1
Z jakπ maksymalnπ dopuszczalnπ prÍdkoúciπ wolno Ci kierowaÊ samochodem osobowym po drodze za tym znakiem zakazu?;50 km/h - w godzinach 5.00-23.00.;50 km/h - przez ca≥π dobÍ.;60 km/h - przez ca≥π dobÍ.;C;IMG_8752_a_org.jpg;1;3;B;B1
Jaki odstÍp naleøy zachowaÊ podczas wymijania samochodem osobowym innego pojazdu?;Bezpieczny, ale nie mniejszy niø 1,5 metra.;Bezpieczny, uzaleøniony od szerokoúci jezdni i warunkÛw ruchu.;Bezpieczny, czyli zawsze taki sam.;B;;1;3;B;B3
Podczas wykonywania ktÛrego z wymienionych manewrÛw masz obowiπzek zachowaÊ odstÍp nie mniejszy niø 1 metr od pojazdu?;Wymijania samochodu osobowego.;Wyprzedzania roweru.;Omijania dowolnego pojazdu.;B;;1;3;B,B1;B3
Jaki odstÍp naleøy zachowaÊ podczas omijania samochodem osobowym przeszkody na drodze?;Bezpieczny, ale nie mniejszy niø 0,8 metra.;Bezpieczny, czyli zawsze jednakowy.;Bezpieczny, uzaleøniony od szerokoúci jezdni i warunkÛw ruchu.;C;;1;3;B;B3
Jaki odstÍp naleøy zachowaÊ podczas wyprzedzania samochodu osobowego?;Bezpieczny, uzaleøniony od szerokoúci jezdni i warunkÛw ruchu.;Bezpieczny, ale wiÍkszy niø 1,5 metra.;Bezpieczny, ale mniejszy niø 0,5 metra.;A;;1;3;B,B1;B3
Jaki odstÍp naleøy zachowaÊ podczas wyprzedzania motocykla?;Bezpieczny, ale nie wiÍkszy niø 0,5 metra.;Bezpieczny, ale nie wiÍkszy niø 1 metr.;Bezpieczny, ale nie mniejszy niø 1 metr.;C;;1;3;B,B1;B3
Jaki odstÍp naleøy zachowaÊ podczas wyprzedzania kolumny pieszych?;Bezpieczny, ale nie mniejszy niø 0,6 metra.;Bezpieczny, ale nie mniejszy niø 0,8 metra.;Bezpieczny, ale nie mniejszy niø 1 metr.;C;;1;3;B,B1;B3
Jak dwukrotne zwiÍkszenie prÍdkoúci samochodu osobowego wp≥ywa na d≥ugoúÊ jego drogi hamowania?;ZwiÍksza dwukrotnie d≥ugoúÊ drogi hamowania.;ZwiÍksza czterokrotnie d≥ugoúÊ drogi hamowania.;Nie powoduje zmiany d≥ugoúci drogi hamowania.;B;;1;3;B;B3
Kierujπcy pojazdem nadjeødøajπcym z naprzeciwka chce skrÍciÊ w lewo. Czy masz obowiπzek ustπpiÊ mu pierwszeÒstwa?;;;;T;KW_D22_424_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Kierujesz pojazdem silnikowym. Czy ten znak zabrania Ci wyprzedzania pojazdÛw silnikowych wieloúladowych?;;;;T;IMG_0057d8org.jpg;0;3;A,B,C,D,T,A1,A2,B1,C1,D1;W2
Kierujesz pojazdem silnikowym. Czy ten znak zabrania Ci wyprzedzania pojazdÛw silnikowych jednoúladowych?;;;;N;IMG_0057d8org.jpg;0;3;A,B,C,D,T,A1,A2,B1,C1,D1;W2
Czy wolno Ci wyprzedziÊ pojazd poruszajπcy siÍ obok, zanim zmienisz pas ruchu i zjedziesz z autostrady na najbliøszym wyjeüdzie?;;;;T;IMG_6788d8-10aorgbm.jpg;0;2;A,B,C,D,A1,A2,C1,D1;W10
Czy bezpoúrednio za widocznym znakiem wolno Ci zatrzymaÊ pojazd, jeúli nie spowoduje to utrudnienia ruchu?;;;;T;2687D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Jak duøy odstÍp od poprzedzajπcego pojazdu naleøy utrzymywaÊ, kierujπc samochodem osobowym poza obszarem zabudowanym w tunelu o d≥ugoúci 600 metrÛw?;Nie mniejszy niø 50 metrÛw.;Nie mniejszy niø 40 metrÛw.;Nie mniejszy niø 30 metrÛw.;A;;1;3;B;B3
KtÛry z czynnikÛw ma bezpoúredni wp≥yw na d≥ugoúÊ drogi zatrzymania samochodu osobowego?;Czas reakcji kierujπcego pojazdem.;Masa pasaøerÛw.;Masa pojazdu.;A;;1;3;B;B3
KtÛry z czynnikÛw ma bezpoúredni wp≥yw na d≥ugoúÊ drogi zatrzymania samochodu osobowego?;Masa pasaøera.;PrÍdkoúÊ i stan nawierzchni.;Masa pojazdu.;B;;1;3;B;B3
